mid,data_id
court manager,gestor procesal
court officer,oficial procurador tribunales
cover supervisor teacher,monitor extraescolares
creative art director,directora de arte creativa
creative assistant,auxiliar creativo
creative copywriter,redactor publicitario creativo
creative designer,creativo
creative designer,creativo publicidad
creative director,director creativo
creative director,realizador creativo
creative editor,redactor creativo
creator director,creador director
credit risk analyst,analista de riesgos de credito
credit risk manager,director riesgo credito
crew member,tripulante
critical care nurse,enfermero de cuidados criticos
croupier,crupier
cultural mediator,mediador cultural
cultural representative,gestor cultural
curator,conservador
customer care manager,delegado atencion
customer care manager,gestor atencion
customer relations advisor,asesor de relaciones publicas
customer relations advisor,asesor relaciones institucionales
customer service administrator,administrativo atencion usuario
customer service administrator,administrativo con tareas de atencion al publico
customer service administrator,administrativo servicio atencion
customer service advisor,asesor atencion
customer service agent,agente de atencion al ciudadano
customer service agent,gestor servicio atencion
customer service coordinator,coordinador atencion
customer service manager,jefe servicio atencion
customer service receptionist,recepcionista administrativo atencion
dance teacher,maestro danza
dance teacher,profesor de baile
dance teacher,profesor de danza
dancer teacher,profesor danza vientre
data analyst,analista de datos
data entry administrator,grabador datos auxiliar administrativo
data manager,gestor datos
data operator,operador grabador datos
data processor,jefe proceso datos
data processor,procesador datos
database administrator,administrador bbdd
database administrator,administrador de bases de datos
database administrator,administrativo base datos
database analyst,analista de bases de datos
database analyst,analista programador bases datos
database coordinator,coordinador base
database manager,gestor bases datos
database manager,gestor de bases de datos
database manager,responsable bases datos
deal manager,gerente concesionario
dealer,distribuidor
dean,decano
debt manager,gestor de deuda
delegate,agente delegado
delegate,delegado administrativo
delegate,delegado alava
delegate,delegado albacete
delegate,delegado burgos
delegate,delegado consultor
delegate,delegado general
delegate,delegado junior
delegate,delegado producto
delegate,delegado provincial
delegate,delegado responsable
delegate,delegado seguros
delegate,delegado tecnico
delegate,examinadora delegada
delegate executive,delegado asturias cantabria
delegate executive,delegado ejecutivo
delegate executive,delegado gran canaria
delegate sales executive,delegado jefe de ventas
delegate sales executive,delegado punto venta
delegate sales executive,delegado ventas diabetes
delegate sales executive,delegado ventas hospitalaria
delegate sales executive,delegado ventas hospitalarias
delegate sales executive,delegado ventas linea
delegate sales executive,jefe ventas delegado
delivery,panadero repartidor
delivery,repartidor cocinero
delivery assistant,auxiliar de reparto
delivery assistant,auxiliar tienda repartidor
delivery assistant,ayudante repartidor
delivery director,repartidor de publicidad
delivery driver,conductor repartidor
delivery driver,repartidor
delivery officer,administrativo repartidor
demand manager,gestor demanda
dental hygienist,higienista
dentist,dentista
department assistant,asistente departamento calidad
department assistant,asistente departamento cuentas
department assistant,asistente departamento operaciones
department assistant,asistente departamento prensa
department assistant,asistente departamento ventas
department assistant,ayudante departamento calidad
department manager,adjunta departamento
department manager,administrativo departamento hh
department manager,becario departamento estructuras
department manager,departamento comercio
department manager,departamento reclamaciones
department manager,departamento telecomunicaciones
department manager,director departamento laboral
department manager,encargado de departamento
department manager,encargado departamento informatico
department manager,gerente departamento fiscal
department manager,jefe departamento estructuras
department manager,jefe departamento fiscal
department manager,jefe departamento trafico
department manager,jefe equipo departamento
department manager,responsable de departamento
department manager,responsable departamento alquileres
department manager,responsable departamento arte
department manager,responsable departamento estructuras
department manager,responsable departamento flotas
department manager,responsable departamento medios
department manager,responsable departamento presupuestos
department manager,responsable departamento procesal
department manager,responsable departamento publicidad
department manager,responsable departamento riesgos
department manager,responsable departamento siniestros
department manager,responsable departamento telecomunicaciones
department manager,responsable departamento urbanismo
department manager,responsable dpto administrativo
department manager,responsable dpto grupos
department manager,responsable dpto obras
department manager,responsable dpto proveedores
department manager,responsable dpto reservas
deputy,diputado
deputy,procurador en cortes
deputy ceo,adjunta consejero delegado
deputy director,adjunto director planta
deputy director,director adjunto
deputy director,director delegado
deputy director,subdirector adjunta
deputy director,subdirector director
deputy director,subdirector interventor
deputy director,subdirector provincial
deputy director operations,adjunto responsable operaciones
deputy editor,editor adjunto
deputy executive director,director ejecutivo adjunto
deputy general manager,director general adjunto
deputy general manager,subdirector general
deputy head,jefe adjunto ventas
deputy head department,adjunto departamento
deputy head department,adjunto departamento calidad
deputy manager,adjunta encargado
deputy manager,administrador unico gerente
deputy manager,gestor subdirector
design assistant,ayudante proyectista
design development engineer,ingeniero de diseno y desarrollo
design engineer,ingeniero proyectista
design manager,encargado de diseno
design officer,disenador administrador
design technology technician,tecnico superior de tecnologias
designer,disenador
designer,disenador asesor
designer,disenador de personajes
designer,disenador de videojuegos
designer,disenador proyectista
designer,proyectista
designer,proyectista calculista
designer draughtsman,delineante proyectista
designer front end developer,desarrollador front end back end
designer maker,delineante proyectista catia
designer maker,disenador de imagen corporativa
designer maker,proyectista moldes inyeccion plastico
detective,detective privado
developer,becario desarrollador
developer,desarrollador
developer,desarrollador drupal
developer,desarrollador erp
developer,desarrollador informatico
developer,desarrollador ios android
developer,promotor constructora
development,resp desarrollo
development analyst,analista de desarrollo
development consultant,consultor desarrollo organizacional
development consultant,consultor seleccion desarrollo
development director,director de desarrollo
development director,director desarrollo innovacion
development director,director desarrollo tecnologico
development director,director seleccion desarrollo
development engineer,ingeniero calidad desarrollo
development engineer,ingeniero de desarrollo
development engineer,ingeniero desarrollo hw sw
development engineer,ingeniero desarrollos
development manager,encargado desarrollo
development manager,gerente seleccion desarrollo
development manager,jefe de desarrollo
development manager,responsable de desarrollo
development technician,tecnico de seleccion y desarrollo
development technologist,agente de desarrollo tecnologico
development technologist,desarrollo tecnologico
development trainer,desarrollador formador
diagnostic technician,tecnico de imagen y diagnostico
diagnostic technician,tecnico diagnostico imagen
diagnostic technician,tecnico imagen diagnostico medicina nuclear
diagnostic technician,tecnico superior diagnostico imagen
diagnostic technician,tecnico superior imagen diagnostico medicina nuclear
diagnostic technician,tecnico superior imagen diagnostico practicas
digital artist,artista digital
digital content editor,redactor de contenidos digitales
digital content manager,gestor contenidos digitales
digital coordinator,coordinador digital
digital editor,jefe publicidad digital
digital journalist,periodista digital
digital journalist,periodista web
digital journalist,profesor periodismo digital
direct sales,venta directa
director,director
director,director audiovisual
director,director audiovisuales
director,director banda
director,director cantabria
director,director congresos
director,director culturales
director,director ediciones
director,director flotas
director,director hipotecario
director,director idiomas
director,director incentivos
director,director ofertas
director,director realizador
director,director redactor jefe
director,director responsable
director,director social
director,director supermercados
director,director verano
director,director vestuario
director,director web
director academy,director academia idiomas
director account management,director administrativo contable
director accounts,director cuenta unidad grandes
director accounts,director cuentas comerciales
director accounts,director de grandes cuentas
director administration,director de administracion
director advisory,director asesor
director assessment,director pyme
director banking,director banca institucional
director banking,subdirector oficina banca
director business development operations,director operaciones desarrollo negocio
director business operations,director operaciones comerciales
director capital markets,director mercado capitales
director coach,director entrenador
director communications,director de comunicaciones
director community,director unidad grandes
director consulting,director consultoria
director corporate,director responsabilidad social corporativa
director corporate banking,director banca corporaciones
director corporate banking,director banca corporativa
director corporate banking,director cuentas banca corporativa
director corporate development,director de desarrollo corporativo
director corporate service,responsable servicios corporativos
director engineer,ingeniero director obras
director environment,director departamento medio ambiente
director environmental service,director ambiental
director environmental service,director medioambiente
director facilities,director departamento instalaciones
director finance administration,director financiera administrativo
director financial institutions,director de instituciones
director financial institutions,director institucional
director financial services,director servicios financieros
director general,administrador unico director general
director general,director director general
director general,director general ejecutivo
director head office,director oficina trabajo temporal
director human resources,adjunto director recursos humanos
director human resources,director de organizacion de recursos humanos
director human resources,director departamento recursos humanos
director human resources,director desarrollo recursos humanos
director human resources,director recursos humanos administracion
director human resources,director recursos humanos servicios generales
director human resources,subdirector general recursos humanos
director ict,responsable departamento tic
director information technology,realizador informativos
director infrastructure,director de infraestructura
director infrastructure,director departamento estructuras
director infrastructure,director infraestructuras
director instructor,instructor de actividades dirigidas
director insurance,director seguros empresa
director investor,director participadas
director leisure,director ocio libre
director maintenance,director mantenimiento
director managed service,director servicios gestionados
director management,director gerencia
director new business,director nuevo negocio
director new business development,director desarrollo nuevos negocios
director nursing,director de enfermeria
director office,director oficina delegado
director online,director linea
director partner,socio director
director partner,socio director oficina
director personal trainer,director cuenta banca personal
director personal trainer,director de personal
director personal trainer,entrenador personal monitor actividades dirigidas
director physiotherapist,director fisioterapeuta
director planning,responsable compras planificacion
director planning development,director planificacion desarrollo
director private banking,director banca particulares
director private banking,director banca privada
director private banking,director cuenta banca privada
director private banking,director equipo banca privada
director private banking,director oficina banca privada
director process,director de organizacion y procesos
director process,director de procesos
director procurement,director compras aprovisionamiento
director procurement,director compras aprovisionamientos
director procurement,responsable compras aprovisionamientos
director products,director de contratacion de producto
director products,vendedor de productos de micro informatica
director professional,director de sede
director professional development,director del departamento de desarrollo
director professional services,director servicios centrales
director project manager,director tecnico de proyecto
director public relations,director de relaciones publicas
director quality,adjunto director calidad
director quality,director calidad procesos
director quality,director de calidad y organizacion
director quality,director de produccion y calidad
director quality management,director gestion calidad
director real estate,director de agencia inmobiliaria
director real estate,director inmobiliario
director real estate,director oficina inmobiliaria
director residential,director residencial
director risk,director riesgos
director sales service,director servicio post venta
director secretary,secretaria de direccion
director security,director de seguridad
director service,director servicio atencion
director service engineer,ingeniero jefe servicio
director service engineer,ingeniero jefe servicios tecnicos
director service management,director gestion servicios
director services,director servicios informativos
director strategy,director de estrategia
director strategy business development,director estrategia desarrollo negocio
director studies,director de estudios
director studies,director de estudios cualitativos
director studies,director departamento estudios
director studies,jefe estudios civil
director studies,jefe estudios infantil
director sustainability,director sostenibilidad
director systems,director de sistemas
director systems,director de sistemas de seguridad
director technical service,director tecnico oficina farmacia
director technical service,tecnico sala actividades dirigidas
director technical service,tecnico sonido directo microfonista
director therapist,director terapeuta
director wealth management,director de la gestion del conocimiento
distribution assistant,auxiliar reparto pie
distributor,distribuidor publicidad
diver,buzo
diving instructor,instructor buceo
divisional director,director navarra rioja
divisional director,director rrpp
doctor,facultativo
doctor,licenciado en medicina
doctor,medico
doctoral researcher,investigador contratado doctor
doctoral student,doctorando
doctoral student,doctorndo
document controller,administrativo documentalista
documentation assistant,auxiliar documentalista
dog groomer,peluquero canino
dog trainer,adiestrador canino
drama teacher,profesor de teatro
draughtsman,arquitecto delineante
draughtsman,arquitecto delineante proyectista
draughtsman,delineante
draughtsman,delineante 2d
draughtsman,delineante calculista
draughtsman,delineante superior
drawing office manager,jefe departamento dibujo
driver,conductor
driver,conductor de primera
driver,conductor vendedor
driver,transportista
driver loader,conductor pala cargadora
driving instructor,profesor autoescuela
duty officer,administrativo departamento aduanas
early childhood educator,educador infantil
early childhood educator,educador infantil (ingles)
early years teacher,profesor infantil
editor,administrador editor
editor,editor
editor,editor coloborador
editor,editor locutor
editor,editor textos
editor,realizador editor
editor,redactor
editor,redactor agencia atlas
editor,redactor belleza
editor,redactor editor
editor,redactor espejo
editor,redactor marca
editor,redactor suplemento
editor chief,redactor jefe
editor magazine,editor revista
editor reporter,redactor / reportero
editor reporter,redactor locutor
editorial coordinator,coordinador editor
editorial director,director editor
editorial director,director guionista montador
editorial manager,jefe edicion cierre
education adviser,consejero educacion
education assistant,auxiliar educativa
education assistant,auxiliar educativo
education consultant trainer,educador social formador
education coordinator,coordinador educativos
education teacher,profesor tutor educacion
educator,educador
educator,educador acogida
educator,educador emocional
educator,educador juvenil
educator,pedagogo
efficiency manager,certificador eficiencia energetica
electrical electronics engineer,ingeniero tecnico industrial electricidad
electrical fitter,instalador electricista
electrical fitter,montador electricista
electrical instrumentation engineer,ingeniero electricidad instrumentacion
electrical maintenance engineer,jefe de mantenimiento electrico
electrical maintenance technician,tecnico mantenimiento maquinaria industrial
electrical mechanical technician,oficial mantenimiento electromecanico
electrical supervisor,supervisor electricidad instrumentacion
electrical technician,tecnico montajes electricos
electrical technician,tecnico protecciones electricas
electrician,auxiliar electricista
electrician,electricista
electrician,oficial de electricidad
electrician,oficial electricista
electrician engineer,ingeniero electricidad
electrician plumber,electricista fontanero
electro mechanical technician,tecnico mantenimiento electro mecanico
electronic development engineer,desarrollo productos electronicos
electronic development engineer,ingeniero desarrollo electronico
electronic technician,tecnico electronico mantenimiento
electronics manager,jefe seccion electronica
embedded systems engineer,ingeniero sistemas embebidos
emergency care,medico atencion urgencias
emergency manager,coordinador emergencias
emergency medical,medico urgencias domiciliarias
emergency medical technician,tecnico emergencias sanitarias conductor
emergency medical technician,tecnico emergencias sanitarias practicas
emergency medicine,medico de urgencias hospitalarias
emergency medicine,pediatra urgencias
emergency nurse,enfermero de urgencias y emergencias
emergency nurse,enfermero quirofano urgencias
emergency nurse,enfermero servicio urgencias
emergency nurse,enfermero urgencias
emergency physician,medico servicio urgencias
emergency physician,medico urgencias emergencias
employee,empleada
employee,empleado
employee,empleado ventanilla
employee manager,empleado encargado
employee relations manager,responsable relaciones laborales
employment consultant,consultor laboral
employment coordinator,coordinador de empleo
employment coordinator,coordinardor de empleo docente
employment counsel,orientador empleo
energy consultant,asesor energetico
engineer,ingenierio
engineer,ingeniero
engineer,ingeniero conocimiento
engineer,ingeniero de minas
engineer,ingeniero delegado
engineer,ingeniero equipos
engineer,ingeniero moldes
engineer,ingeniero ofertas
engineer,ingeniero paisajista
engineer,ingeniero presupuestos
engineer supervisor,ingeniero supervisor
engineering administrator,ingeniero administrador
engineering administrator,ingeniero administrativo
engineering coordinator,coordinador ingenieria
engineering coordinator,ingeniero coordinador
engineering department manager,ingeniero departamento estructuras
engineering department manager,responsable departamento ingenieria
engineering manager,ingeniero gestor
engineering superintendent,ingeniero licitaciones
engineering technical manager,tecnico ingenieria
engineering technical manager,tecnico ingenieria procesos
english interpreter translator,traductor jurado en ingles
english teacher,director profesor ingles
english teacher,maestro infantil ingles
english teacher,maestro lengua inglesa
english teacher,profesor de ingles
english translator,traductor ingles
english translator,traductor jurado ingles
english tutor,profesor particular ingles
english tutor,tutor ingles
entertainer,animadora lectura
entrepreneur,emprendedor
entrepreneur,empresario emprendedor
entrepreneur,empresario hostelero
environment health safety manager,director calidad medio ambiente prl
environment health safety manager,responsable calidad medio ambiente
environment health safety manager,responsable de calidad y medioambiente
environment manager,gestor medio ambiente
environment manager,jefe departamento medio ambiente
environment manager,responsable de medio ambiente
environment manager,responsable tecnico medio ambiente
environmental advisor,asesor ambiental
environmental advisor,asesor medioambiental
environmental consultant,consultor ambiental
environmental consultant,consultor medio ambiente
environmental consultant,consultor medio ambiente calidad
environmental consultant,consultor medioambiental
environmental coordinator,coordinador area medio ambiente
environmental coordinator,coordinador medio ambiente
environmental engineer,ingeniero ambiental
environmental engineer,ingeniero de medio ambiente
environmental manager,gestor ambiental
environmental manager,gestor medioambiental
environmental technician,tecnico ambiental
environmental technician,tecnico de medioambiente
environmental technician,tecnico medio ambiente
environmental technician,tecnico medioambiental
environmental technician,tecnico medioambiental practicas
environmental technician,tecnico prevencion medioambiente
environmental technician,tecnico sanidad ambiental
environmental technician,tecnico seguridad salud medio ambiente
equality manager,agente de igualdad
equality officer,tecnico igualdad
equipment engineer,ingeniero equipos rotativos
equipment manager,gestor de equipos
equipment operator,operador equipos
equipment operator,operador equipos audiovisuales
equipment technician,tecnico de mantenimiento de equipos informaticos
equipment technician,tecnico equipos
equipment technician,tecnico equipos informaticos
equipment technician,tecnico mantenimiento equipos
equipment technician,tecnico superior mantenimiento equipos industriales
estate officer,administrador de fincas urbanas
estates administrator,administrativo fincas
european coordinator,coordinador de programas europeos
european coordinator,coordinador proyecto europeo
european programm manager,tecnico programas europeos
evaluator,evaluador calidad
evaluator,evaluadora externa
evaluator,medico evaluador
evaluator,perito tasador autos
event assistant,auxiliar eventos
event coordinator,coordinador de eventos
event director,director de eventos
event manager,responsable de eventos
events coordinator,coordinador de eventos culturales
events coordinator,responsable coordinador eventos
events organiser,organizadora eventos practicas
events producer,productora eventos
examiner,examinadora
examiner,medico forense
executive,directivo
executive,ejecutivo
executive,ejecutivo corredores
executive,ejecutivo de banca
executive administrator,administrador ejecutivo
executive advisor,asesor ejecutivo
executive assistant director,asistente personal director ejecutivo
executive assistant general manager,asistente ejecutivo director general
executive coordinator,coordinador ejecutivo
executive coordinator,coordinadora ejecutiva
executive creative director,director creativo ejecutivo
executive director,directivo ejecutivo
executive director,director ejecutivo
executive editor,editor ejecutivo
executive manager,gerente ejecutivo
executive officer,ejecutivo administrativo
executive officer,oficial ejecutivo
executive personal assistant,asistente personal ejecutivo
executive personal assistant,coach ejecutivo personal
executive producer,productor ejecutivo
executive secretary,secretario ejecutiva
exhibition coordinator,coordinador de exposiciones
exhibition director,director exposiciones
expert,perito automocion
expert advisor,asesor experto
export assistant,asistente comercio exterior
export director,director exportaciones
export executive,ejecutivo exportaciones
export executive,gestor comercio exterior
export manager,gerente de exportaciones
export manager,responsable departamento comercio exterior
export manager,responsable exportaciones
external auditor,auditor externo
external collaborator,abogado colaborador externo
external collaborator,colaborador externo
external consultant,asesor externo
external consultant,consultor externo
facilities assistant,auxiliar instalaciones
facilities coordinator,coordinador de instalaciones
facilities coordinator,responsable departamento instalaciones
facilities coordinator,responsable nuevas instalaciones
facilities engineer,ingeniero de instalaciones
facilities engineer,ingeniero departamento instalaciones
facilities maintenance manager,oficial mantenimiento instalaciones
facilities maintenance manager,responsable de instalaciones de mantenimiento
facilities maintenance manager,responsable mantenimiento instalaciones
facilities maintenance manager,rsponsable de mantenimiento e instalaciones
facilities manager,director de instalaciones
facilities manager,encargado de instalaciones
facilities manager,gerente de instalaciones
facilities officer,oficial instalaciones
facilities officer,responsable dpto instalaciones
facilities operations manager,operario instalaciones
facilities operations manager,operario instalaciones deportivas
facilities supervisor,supervisor de instalaciones
facilities supervisor,supervisor instalaciones radiactivas
facilities technician,tecnico instalaciones
facilities technician,tecnico instalaciones deportivas
facility manager,gestor instalaciones
facility manager,jefe de instalaciones
factory manager,adjunto jefe fabrica
factory manager,director de fabrica
factory manager,encargado de fabrica
factory manager,responsable fabrica
factory operative,jefe de fabrica
factory worker,operario de fabrica
family lawyer,abogado de familia
family therapist,terapeuta familiar pareja
farmer,agricultor
farmer,ganadero
farmer,granjero
fashion assistant,asistente moda
fashion consultant,asesor moda
fashion designer,disenador de moda
fashion editor,redactor moda
fashion editor,redactor moda belleza
fashion stylist,estilista moda
fellow,profesor becario
field supervisor,supervisor de campo
field technician,tecnico servicios campo
film director,director de cine
finance administration assistant,auxiliar administrativo departamento financiero
finance administration assistant,auxiliar administrativo financiero
finance administration manager,jefe administracion financiero
finance administration manager,responsable dpto administracion finanzas
finance analyst,analista finanzas
finance assistant,asistente finanzas
finance assistant,auxiliar departamento financiero
finance consultant,consultor finanzas
finance director,director financiera corporativa
finance manager,responsable de finanzas
financial administrator,administrativo departamento economico financiero
financial administrator,administrativo departamento fiscal
financial administrator,administrativo dpto finanzas
financial advisor,asesor financiero
financial advisor,consejero financiero
financial assistant,asistente departamento fiscal
financial associate,asociada departamento fiscal
financial consultant,consultor financiero
financial controller secretary,secretario interventora
financial executive,ejecutivo financiero
financial management,responsable dpto administracion financiero
financial manager,administrador financiero
financial manager,gestor activos financieros
financial manager,gestor financiero
financial services,responsable servicios financieros
fire fighter,bombero
first assistant,auxiliar primera
first assistant,primer asistente
first officer,oficial de primera
first officer,oficial primera conductor
fleet coordinator,coordinador de flotas
fleet engineer,jefe de flota
fleet manager,responsable de flotas
flight attendant,auxiliar de vuelo
flight attendant,azafato cajas atencion
flight attendant,tripulante servicio bordo
flight commander,comandante vuelo
flight engineer,ingeniero ensayos vuelo
flight instructor,instructor vuelo
floor manager,director de suelo
floor manager,jefe plantas
floor manager,oficial planta
floor manager,regidor
florist,florista
food assistant,asistente alimentos bebidas
food manager,gerente alimentos bebidas
food safety officer,tecnico calidad seguridad alimentaria
food supervisor,supervisor alimentos bebidas
food worker,manipulador alimentos
football coach,entrenador equipo futbol
footwear designer,disenador de calzado
foreign exchange trader,promotor comercio exterior
foreign exchange trader,responsable dpto comercio exterior
foreign language teacher,docente lengua extranjera
foreign language teacher,maestro lengua extranjera
foreign language teacher,profesor de lengua extranjera
foreign language teacher,profesor segunda lengua
forensic analyst,perito forense
forensic technician,informatico forense
forest engineer,ingeniero forestal
forklift driver,carretillero
forklift driver,conductor de carretilla elevadora
forklift operator,operario carretilla elevadora
forklift operator,operario carretillas elevadoras
founder,fundador
founder ceo,consejero delegado fundador
founder creative director,director creativo / fundador
founder/secretary,dependiente secretario
founder/secretary,secretario coordinador
founder/secretary,secretario fundador
founder/secretary,secretario telefonista
founding director,director fundador
founding partner,socio fundador
founding partner ceo,director general socia fundador
founding partner managing director,gerente socia fundador
franchise manager,encargado franquicia
franchise manager,gerente franquicias
franchise manager,gestor franquicias
fraud analyst,analista de fraude
freelance animator,animador libre
freelance director,monitor director libre
freelance educator,educador monitor libre
freelance educator,educador monitor ocio libre
freelance technician,tecnico ocio libre
freelance trainer,formadora externa
freelance web developer,desarrollador web freelance
freelance writer,redactor contenidos freelance
freelance writer,redactor externo
front end developer,desarrollador front end
front office agent,agente oficina
frontend developer,desarrollador front
frontend developer,desarrollador frontend
frontend developer,desarrollador frontend backend
frontend web developer,desarrollador web front end
fulfilment manager,ayudante realizacion
functional analyst,analista funcional
functional analyst,analista funcional ee
functional analyst,analista funcional jefe de equipo
functional analyst,analista funciones
functional analyst,jefe analista funcional
functional consultant,consultor funcional
functional manager,responsable funcional
fund manager,gestor de fondos
fundraiser,captador de fondos
fundraising manager,tecnico captacion fondos
furniture restorer,conservador restaurador
furniture restorer,restaurador
furniture restorer,restauradora muebles
games developer,desarrollador videojuegos
garden maintenance,jardinero mantenimiento
gardener,jardinero
gardener,maestro jardinero
gardener,oficial jardinero
general accounting manager,contabilidad general
general accounting manager,contable general
general assistant,ayudante general
general counsel,consejero general
general counsel secretary,secretario consejero
general manager,encargado general
general manager,gerente general
general manager,jefe servicio asuntos generales
general manager business development,director general desarrollo negocio
general manager service,administrativo servicios generales
general manager service,director general servicios
general manager service,gestor servicios generales
general nurse,enfermero general
general operative,operario general
general surgeon,adjunto cirugia general aparato digestivo
general surgeon,cirujano general
general surgery,enfermero cirugia
general surgery,facultativo cirugia general aparato digestivo
general surgery,medico adjunto cirugia general aparato digestivo
general surgery resident,medico interno residente cirugia general aparato digestivo
general surgery resident,medico residente cirugia general
general surgery resident,medico residente cirugia general aparato digestivo
geologist,geologo
grants manager,responsable subvenciones
graphic designer web developer,disenador grafico desarrollador web
graphics designer,disenador grafico producto
graphics designer,disenador grafico publicidad
ground staff,personal de tierra
ground worker,jefe terreno
group director,director de grupos
group leader,jefe de grupo
guard service,escolta
guest professor,profesor contratado doctor
guest relations coordinator,coordinador invitados
guest services agent,agente de servicios aeroportuarios
guest speaker,ponente invitado
guest teacher,docente invitado
guitar teacher,profesor de guitarra
hair stylist,ayudante peluqueria estetica
hair stylist,estilista peluqueria
hair stylist,peluqueria estetica
hairdresser,oficiala peluqueria
hairdresser,peluquero
hairdresser barber,barbero
hairdresser makeup artist,peluquero maquillador
hairdresser stylist,peluquero estilista
hairdresser therapist,esteticista terapeuta
handler,manipulador
hardware development engineer,desarrollador hardware
hardware development engineer,ingeniero desarrollo de hardware
hardware development engineer,ingeniero desarrollo hardware
head accounting,gerente contable
head accounting department,administrativo dpto contabilidad
head accounting department,jefe del departamento de contabilidad
head accounting department,jefe departamento contable
head accounting department,jefe departamento fiscal contable
head accounting department,responsable dpto administracion contabilidad
head accounting department,responsable dpto contable
head accounting department,responsable dpto contable fiscal
head admin,administrador jefe
head bartender,jefe de barra
head chef,director jefe cocina
head chef restaurant,jefe cocina restaurante
head community service,trabajadora social servicios sociales comunitarios
head company,jefe sociedad
head computing,jefe informatico
head consultant relations,consultor relaciones laborales
head department,jefe departamento
head department,jefe departamento aduanas
head department,jefe departamento atencion
head department,jefe departamento reservas
head department,jefe departamento tic
head digital content,gestion de contenidos digitales
head digital content,responsable contenidos digitales
head economics,consejero economico
head engineering department,jefe del departamento de ingenieria
head facilities,jefe departamento instalaciones
head health safety,jefe de seguridad de salud
head human resources,jefe de recursos humanos
head indirect,director indirecto
head information management,responsable del departamento de gestion
head information services,responsable de servicios
head infrastructure,jefe departamento infraestructuras
head insurance,responsable departamento seguros
head internal audit,jefe de equipo de auditoria interna
head investments,jefe inversiones
head legal service,jefe servicios juridicos
head litigation,gestor contencioso
head maintenance,jefe obras mantenimiento
head management,jefe departamento gestion
head management,responsable gestion
head management services,tecnico superior de gestion de servicios comunes
head manager,jefe unidad gestion
head market research,jefe estudios mercado
head medical service,jefe servicio medicina nuclear
head networks,responsable redes sociales
head nurse,enfermero jefe
head of department,agente de viajes departamento de grupos
head of department,becario del departamento de ventas
head of department,jefe de departamento
head of department,jefe de servicio
head of department,jefe departamento recambios
head of department,jefe seccion cardiologia
head of department,jefe seccion charcuteria
head of department,jefe seccion economia
head of department,jefe seccion herramientas
head of department,jefe servicio angiologia cirugia vascular
head of department,jefe servicio cirugia general aparato digestivo
head of department,jefe servicio suministros
head of department,responsable departamento inmobiliario
head of department,responsable dpto recambios
head of sales development,jefe del equipo de desarrollo
head press,director prensa
head process engineering,jefe ingenieria procesos
head product development,jefe desarrollo producto
head production,jefe contratacion producto
head professional service,jefe de recambios
head professional services,responsable servicios profesionales
head professional services,servicios profesionales
head purchasing department,jefe compras almacenes
head purchasing department,jefe del departamento de compras
head quality control,responsable de departamento de calidad
head religious studies,jefe estudios contratacion
head student service,jefe servicio estudios
head team,jefe equipo sap
head technical department,administrativo dpto tecnico
head technical department,jefe de departamento tecnico
head technical department,jefe departamento tecnico
head technical department,tecnico departamento comercio exterior
head technical department,tecnico dpto compras
head technical service,jefe de unidad tecnica
head technical services,tecnico servicios centrales
head technical services,tecnico servicios informaticos
head technical services,tecnico servicios juridicos
head technical services,tecnico servicios sociales
head technical support,jefe de unidad de asistencia tecnica
head trainer,jefe equipo formador
head waiter,jefe sala camarero
health advisor,asesor de salud
health assistant,asistente sanitario
health care assistant,auxiliar sociosanitario
health inspector,inspector sanidad vegetal
health inspector,inspector sanitario
health manager,responsable vigilancia salud
health safety advisor trainer,formador prevencion riesgos laborales
health safety coordinator,coordinador seguridad salud laboral
health safety coordinator,coordinador seguridad salud obras
health safety coordinator,director coordinador seguridad salud
health safety coordinator,jefe coordinador seguridad salud
health safety environment,responsable seguridad salud medio ambiente
health safety environmental consultant,consultor calidad medio ambiente
health safety environmental manager,responsable medio ambiente prevencion riesgos laborales
health safety environmental manager,responsable seguridad medioambiente
health safety environmental officer,tecnico de calidad de medioambiente
health supervisor,supervisor seguridad salud
health visitor,visitador
health visitor,visitante
helpdesk support,tecnico de soporte helpdesk
helpdesk support technician,soporte tecnico help desk
helpdesk support technician,tecnico soporte help desk
heritage manager,gerente patrimonio
history teacher,profesor de historia
holistic therapist,terapeuta medicina natural
holistic therapist,terapeuta medicina tradicional
home carer,auxiliar ayuda domicilio
home manager,jefe sector hogar
home nurse,enfermero domicilio
hospital manager,enfermero unidad hospitalizacion
hospital manager,gerente de hospital
hospital pharmacist,facultativo farmacia hospitalaria
hospital pharmacist,jefe servicio farmacia hospitalaria
hospital sales representative,delegado hospitalario
hospital sales representative,delegado ventas hospitales
hospitality manager,responsable acogida
hotel manager,director de hotel
housekeeper,empleada hogar
housekeeper,gobernanta
housing manager,gestor cooperativas viviendas
hr director,director de recursos humanos
human resources,recursos humanos
human resources,tecnico recursos humanos
human resources administrative assistant,administrativo de recursos humanos
human resources administrative assistant,administrativo laboral
human resources administrative assistant,auxiliar administrativo recursos humanos
human resources administrator,jefe administracion recursos humanos
human resources administrator,responsable recursos humanos administracion
human resources advisor,graduada social
human resources advisor,graduado social
human resources analyst,analista recursos humanos
human resources assistant,asistente recursos humanos
human resources assistant,auxiliar tecnico recursos humanos
human resources consultant,consultor de recursos humanos
human resources consultant,consultor organizacion recursos humanos
human resources consultant,consultor recursos humanos formacion
human resources manager,encargado recursos humanos
human resources manager,gerente de recursos humanos
